Name,Link
"Villeret, Fran�ois Etienne",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=16907

"Villiers-Huet, Fran�ois",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=5941

"Villon, Jacques",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=3305

"Vil'ner, Victor Semenovich",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=3306

"Vincent, Fran�ois-Andr�",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=3307

"Vinci, Leonardo da",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=1479

"Vinciarelli, Lauretta",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=20334

"Vinckboons, David",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=2794

"Vinckeboons, David",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=2794

"Vingboons, Philips",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=20715

"Vinkeles, Reinier",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=27555

"Vinson, Pauline",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=34103

"Viola, Bill",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=27506

"Viollet-Le-Duc II, Adolphe Etienne",https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=34396

Virgil,https://web.archive.org/web/20121006053455/http://www.nga.gov/cgi-bin/tsearch?artistid=7084

"Viriot de Bouzey II, Pierre",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=2297

"Visat, George",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=29940

"Vischer, Hans",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3309

"Vischer, Johannes",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3309

"Vischer the Younger, Peter",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=2292

"Visentini, Antonio",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=11132

"Viseux, Claude",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3311

"Visscher, Claes Jansz",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=5182

"Visscher, Cornelis",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3313

"Visscher, Lambert",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3315

"Vitalba, Giovanni",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3316

"Vitorovic, Mileta",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3317

"Vitringa, Wigerus",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3318

"Vitruvius Pollio, Marcus",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=7124

"Vittone, Bernardo Antonio",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=11666

"Vittore, Fra",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=1338

"Vittoria, Alessandro",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=2293

"Vivares, Fran�ois",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=6360

"Vivares, Thomas",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=20915

"Vivarini, Alvise",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=1954

"Vivarini, Bartolomeo",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=1956

"Vivarini, Luigi",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=1954

"Viviani, Antonio",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=34450

"Vivien, Joseph",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=3319

"Vivier, Mathias-Nicholas-Marie",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=27289

"Vlacq, Adrian",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=35008

"Vlaminck, Maurice de",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=1957

"Vlieger, Simon de",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=6616

"Vliet, Hendrik Cornelisz van",https://web.archive.org/web/20121006053644/http://www.nga.gov/cgi-bin/tsearch?artistid=6021

"Vliet, Jan Joris van",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=3321

"Vliet, Johannes van",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=3321

"Vobecky, Frantisek",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=28932

"Voch, Lukas",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=19783

"Voerst, Robert van",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=5970

"Voet I, Alexander",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=6324

"Vogel, Donald",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=34104

"Vogel, John N.",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=8169

"Vogel, Joseph",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=34105

"Voigt, Andreas ?",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=5296

"Voiriot, Guillaume",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=3322

"Volem, Frank",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=8170

"Volk, Douglas",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=1958

"Volkov, Sergei",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=11350

"Vollard, Ambroise",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=7085

"Volle, Douglas",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=24901

"Vollmer, Erwin P. Mrs.",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=10643

"Vollmer, Ruth",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=20467

"Vollon, Antoine",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=3323

"Volpato, Giovanni",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=3324

"Volpe, Lelio dalla",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=35033

Voltaire,https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=7086

"Voltaire, Francois Marie Arouet de",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=7086

"Volterrano, il",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=2509

"Voltolini, Giuseppe",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=23751

"Volz, Herman",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=34106

"Volz, Wolfgang",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=23247

"von Alt, Rudolf",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=26510

"von Bruchsal, Alexander",https://web.archive.org/web/20121006053654/http://www.nga.gov/cgi-bin/tsearch?artistid=2044

"von den Velden, Katia",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=35168

"von Hippel, Theodor Gottlieb",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=34816

"von Holst, Theodore M.",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=34409

"von Klenze, Leo",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=22395

"Von Lutze, Benjamin",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=8171

"Von Physter, George",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=34108

"von Rumohr, Carl Friedrich Ludwig Felix",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=10605

"von Thummel, Moritz August",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=34330

"Von Urban, Charles",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=8172

"von Wicht, John",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=17370

"Vontillius, Eric",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=17576

"Voogd, Hendrik",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=34395

"Vorst, Joseph Paul",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=34109

"Vorsterman, Lucas Emil",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3325

"Vorsterman I, Lucas",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3325

"Vorsterman II, Lucas",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=6325

"Vos, Cornelius de",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=6337

"Vos, Jan de",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=10860

"Vos, Marten de",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=2795

"Voss, Jan de",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=10860

"Vosterman I, Lucas",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3325

"Vouet, Simon",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=1959

"Voyez, Fran�ois",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3327

"Voyez, Nicolas Joseph",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3328

"Voysard, Etienne Claude",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3329

"Vozniak, Jaroslav",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=24837

"Vrain, S.",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3330

"Vrancx, Sebastian",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=5606

"Vredeman de Vries, Hans",https://web.archive.org/web/20121005003513/http://www.nga.gov/cgi-bin/tsearch?artistid=3331

"Vriendt I, Frans Floris de",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=2504

"Vries, Adriaen de",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=2294

"Vries, Hans Vredeman de",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=3331

"Vries, Simon Wynhoutsz de",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=4141

"Vroman, A.C.",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=30461

"Vuillard, Edouard",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=1960

"Vuillemin, L. de",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=1961

"Vysusil, Karel",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=24798

"Vytlacil, Vaclav",https://web.archive.org/web/20121006053710/http://www.nga.gov/cgi-bin/tsearch?artistid=34110

"Vittore, Fra",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=12250

"Vittoria, Alessandro",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=85700

"Vivares, Fran�ois",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=241070

"Vivares, Thomas",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=563686

"Vivarini, Alvise",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=32200

"Vivarini, Bartolomeo",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=32300

"Vivarini, Luigi",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=32200

"Vivien, Joseph",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=209960

"Vivier, Mathias-Nicholas-Marie",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=570896

"Vlaminck, Maurice de",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=32350

"Vlieger, Simon de",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=243830

"Vliet, Hendrik Cornelisz van",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=237630

"Vliet, Jan Joris van",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=209980

"Vliet, Johannes van",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=209980

"Vobecky, Frantisek",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=572598

"Voch, Lukas",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=562288

"Voerst, Robert van",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=237110

"Voet I, Alexander",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=240710

"Vogel, John N.",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=409770

"Voigt, Andreas ?",https://web.archive.org/web/20080602070850/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=230100

"Voiriot, Guillaume",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=209990

"Volem, Frank",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=409780

"Volk, Douglas",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=32400

"Volkov, Sergei",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=553386

"Vollard, Ambroise",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=301200

"Vollmer, Ruth",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=563022

"Vollon, Antoine",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=210000

"Volpato, Giovanni",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=210010

Voltaire,https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=301210

"Voltaire, Francois Marie Arouet de",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=301210

"Volterrano, il",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=201760

"Voltolini, Giuseppe",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=567036

"von Alt, Rudolf",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=570062

"von Klenze, Leo",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=565499

"Von Lutze, Benjamin",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=409790

"von Rumohr, Carl Friedrich Ludwig Felix",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=552569

"Von Urban, Charles",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=409800

"Vorsterman, Lucas Emil",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=210020

"Vorsterman I, Lucas",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=210020

"Vorsterman II, Lucas",https://web.archive.org/web/20080602070855/http://www.nga.gov/cgi-bin/psearch?Request=A&Person=240720

